2,3,-1
2,4,-1
6,7,-1
6,8,-1
6,9,-1
6,10,-1
5,6,-1
2,5,-1
1,2,-1
12,13,-1
12,14,-1
16,13,-1
16,17,-1
19,7,-1
19,20,-1
19,9,-1
19,21,-1
18,19,-1
16,18,-1
15,16,-1
12,15,-1
11,12,-1
